original_commit_hash,bundle_commit_hash,short_hash,commit_msg_subject
9003673661f32cf71291734c1f3a62f60b3c0da0,681f3cded8db9141b76718269ac2d4e5ff6406ce,681f3cd,ios_decoder: add README; add dnspython to requirements
91dee87853488f39bb85eae4e64f109a27d9b4c9,694e5c9282ed57cbf2fae4517460fa3c13f4f486,694e5c9,#11 step 1: carve pure ARM64 word-decoders into macho/arm64decode.py
9343e59b0b555c5f4114d662213e468f1ecd8cb8,d2630b53875d55fdbaae08e5af2620f6462a85ab,d2630b5,emitter: make PBCodable enums valid proto3 at package scope
94823ca279e2ba70ea2e1c22472ff4fbcf1b0157,32ae4edfe3f83506aec1056ba32a4a5cf5469e0c,32ae4ed,docs: #3 except-guard fix landed (§3 robustness)
96593734cb9292880a3604a392ac03ca95f29399,2e00e035fd455392eaeecb3ed32f2acb1c99d890,2e00e03,geo_traffic: Stage B report/CLI + aggregate (all-level) coverage
96739d83429d3664526706e4297be945392fb8cb,066773f830c55109966f10223418c719d36448c2,066773f,"tests: cover new foreign-protobuf code (cpp extractor, swift parse, symbol iter)"
96ae1c8cb0efe5c4fe2864d47952493d20867e9d,876b8311476cc45dff2feec1d8e814692c2fa406,876b831,refactor: add _is_bl_word; route inline bl/sub decodes through arm64decode
96d2126e9580ab98a2e5d5ce774563f798d6ed72,6c6ef1d8251aca0785a1797c984141dda5a593a7,6c6ef1d,refactor: carve the relative-selector-base resolver out of classlist.py
9722e40f2b650ab666328eef86c30edc27e01e5a,df1789d7fcbb7f47f6aef293a9710f05666a2e08,df1789d,#53b seg_incomplete bias-gap: Idiom-B materialized bias
974e2f29088c2095b91be7aca1c6a183cf7c79cf,e547e6f9c0d098549c4a882b33a3eeec73e57c0b,e547e6f,multi-serializer: decode C++/swift protobuf into unified output + --list-serializers
9790d99a6d3489c2841ae48707748c2f437c8b0e,9300da407ff8473a549be37f5f50c547f7e91c43,9300da4,feat: flag heuristic-only proto-class detection; add opaque-passthrough note; ignore build/tool trees
98d5996be88830ebc0ee6b77d058a80feb10a80c,ff2c4c76cfdbd695135194c6b10d2df855e43669,ff2c4c7,TODO.md: #38 sint done (edd8505); fixed* -> #38b
99dcebe12457dddb2302a0bd92bce46a489ea698,69b899405e2372a8877f4b4342866042e76984f9,69b8994,Add proto_diff: compare two protobuf descriptor (.proto) files
9af688924280da00029a56f3ac0187b2309faa0d,805028a5135682d93e5ea719aa94f0d94f55ef25,805028a,proto validation: 3 more Hopper ground-truth checks (all manual-ref errors)
9bb23ac7f1346137d6b050d7f1d9132ff66e2164,2b7a7f0a597975ab1f35944b9bdaba013d343e11,2b7a7f0,chore: gitignore proto_parser (eval-only tool) and ios_decoder/comparison (capture-derived fixtures)
9cb741a927b4025fcd9a86e489d047e451c967f7,77cf002b90ae90d0d60d308131bfc88aa558c029,77cf002,proto_diff: point reference-proto fixtures at iphone8_reference_protos/
9d38faae0c550f0d2322b9cbbb1874a8e9548854,3c22aa157421ac7588ffad9d607978b15be8a046,3c22aa1,Move the CLI + helper modules into macho_extractor/ (step 3 — migration complete)
9f2ee128915e34c9e6a4236cc0add68ee8d8d003,5ba305af6e27322ec5f513606e3e18680a90ad07,5ba305a,chore: archive 11 stale one-off investigation scripts to scripts/oneoff/
9f69fac35d8b1591f95df180164cac2fca7b0ae5,9a07fde11d5c077ded686a54797535de0baa1369,9a07fde,refactor(P1): share jump-table decode atoms across the enum harvesters
a3d415ebecfa46e2bf02959d41fab06697562011,543decd294cc00989e61e424381ede0ccdb07ab2,543decd,#46: proto-class detection via the PBCodable superclass chain (ground truth)
a54dd99da6d7ab512e5378e09872db5ad720cd52,1c2df858b37bf01733f6de89b2559497f9b52a6c,1c2df85,Record writeTo: budget investigation (proposed fixes reverted)
a5be03218dc8b9c0b6161eec8ab817ca6d35db12,f79924f02983b55837aee319acd5732b8bca5ea3,f79924f,Carve proto/writeto.py + surface per-class extract failures
a80db117e794b46ac09587da4f8e093956c54bad,3c4afbdee911e5717f718435dafd4e20388d28e8,3c4afbd,ios_decoder: smoot /fb polymorphic decoder + code-quality pass
a997ac194dfc694dbdeec37845ab9aa1d19b8fd5,488d9f14395a1164dd4566facd7d34bb11144996,488d9f1,Robustness + golden net: self-sufficient standalone extraction; snapshot the field label
a9df3f52d58691f8fc774e934610a1bb391d1e9b,9081b4a63394cbc2a13fc70e24fdcabf108af0de,9081b4a,swift: key field types by qualified name; collision-safe join (#68)
aa7ff5d9d952238e3c91f6c6d74674c045898ffe,44f653ee80fdb8e8162a6cea74aa7eba171b2c72,44f653e,arm64cfg: add a structured operand toolkit; retire ad-hoc op_str splits in writeTo
aaa1002c362aded9cb41fcfa77d0fd6ef14ad5d9,47edd18f4f9a5c55d73fd1b79dd25035137cacd1,47edd18,notes: mark #53 (negadd-bias enum recovery) DONE
aadc596f200405ccf3db996faafd8244e1ce0629,263c50894f211cef6caf5c72ad51a616e5fbd09c,263c508,test: add relative-selector-base recovery tests
ac00c68e94531ec342fa53188cbc125f11089e86,4c613b251a4bdddaa3a5a5a8ed4650010f3e94e1,4c613b2,writeTo walk: track mid-body base-register re-loads (fixes 12 misses + 3 mis-bindings)
ac025197c95e134afe80dab8be9cfc4055adb8d6,e5b5ebe379d9e40b405b22eb0ea85b015794f540,e5b5ebe,docs: trim long-tail essay docstrings to their essential content
af26b7c2896e6a38dfc46e37ea843a25cd809bfb,b871f3f60102a1722affd1ecb85d8f79e29379f9,b871f3f,swift: decode word-substitution mangling (fixes truncated Google_Protobuf_* names)
b06d40d72fe5964de54bb4e249a58b6cca70bb07,1690e2152dc597469b3f1dbfa3ad9da7c6550cdc,1690e21,"#51 gate message: distinguish ""no PB messages"" from ""missing .symbols"""
b0c108cafc95f3c9870d0172b9408b720d9245e4,48d195cc192558f55233ae92c18e7ef7bb69dad0,48d195c,"Remove dead constants, the unused iter_adrp_targets primitive, and a dead test helper"
b21b2f733fc83276d689457bc1b8c197dd6ffbb6,b30bdb0fba58376368260ba4a6eeef64931325a4,b30bdb0,"#59 cap-helper-family: classify write-helper at the tag-build, not a scan budget"
b2f642ac063bb7cd404c8e12bfc473f2ae95fb37,8302282de1feb6419b8f38bbc8058d58930121cc,8302282,poc(#42): jump-table arm decoding; withdraw #61 (descriptor-table misdiagnosis)
b38a00ab7e4aba51d743ee9172b2f133c2ca5627,0f50fcd72d4590d35ec48a798e4a86ac64bad175,0f50fcd,enums: resolve TODO #48 (no action) — relabel enum-split out of REPLACE
b5d67b82834178c5bfc8b4d065ced79d6a4565cb,1b0f8325492e50de9319c9e8b2dbe2a89cb7d544,1b0f832,poc(#42): element-call filtering + descent; add #61 descriptor-table reader TODO
b74a828a85d4862cea48393c658f917dcf78c889,714d59ba0dfdf0c4ccd69c8f8f8227dd22964bf7,714d59b,proto_diff: split the 1632-line __init__.py into focused submodules
b82d74b499581e87eca4f50555d8aaa8cdd3e233,df9913136514a6214336b876a4296e20f58fd4cc,df99131,writeto: bind message fields serialized via property getter (accessor tier 2d)
b8995d5fe8ff747b82b5eec9386d4e1f6545a62e,6d5028c3967aac5563d6920f7742f403a704c326,6d5028c,snapshot: capture per-message enum value-sets so the golden guards enum recovery
b9468eeb2b75337a10711c4f74f7b048aa9e6610,b8d3d3515df9a419bcc3e597d37bed2ae55420ac,b8d3d35,Relocate tests/ into macho_extractor/tests/ (step ii)
b9638188d8ce49b7a81a287acffd54b5967808f4,c8a3a68c56e2ccbdf211399e74e1f239ac3d6b67,c8a3a68,refactor: give the Swift/C++ foreign-serializer modules their own package
ba8e4df6dd6457ea860f0e84a3b9763e8a08f0aa,9bc91c56a90a189aa40cf258d3ca56869d7cf890,9bc91c5,extractor: flag field-number-0 estimates as NOT wire-accurate (#52)
bbf1f1a969f6bad17dd91571344510f5e5375ce5,1529965becc3e1cf1eeeb693f84902a977dc7fbd,1529965,census_dictrep_bias: find biased dictRep-only enums (#54 is ACTIVE)
bf01c8d4b9fdce2032868b586627062363c3a807,343b566c90c1b081dafe39f50b8887d8d658667b,343b566,find_protobuf_for_url: centralize artifact paths in one config module
c11bfe8a81c5761f34b18750085f48ba3352cc49,d63f4bda48f49bb8cf699f1823e6e52fc086f9b7,d63f4bd,"notes(#45): re-measure post-#42 — NOT resolved (22 fields), residual is INTRINSIC"
c284e09d5378f7dee931ec928f044a53177cf4b6,a070963c75fa951580ece369826c7a89d7e41036,a070963,swift: unified runtime-_NameMap builder reader (#71 residual)
c398dc98f0e4c8c2cd9561933ba6fe5bdf5dfc82,30cfa7e95b2d9acff43d78d41d182092cbc24380,30cfa7e,docs: track the 3 notes/*.md files cited from code but excluded by /notes/ ignore
c40ecdf54a97ba0a361cb75ab84a58b9e47cccad,d994f09894db57583d1efcc00f6210ac08650c5f,d994f09,"Complete apple/ path-anchor updates for probes, validate_ref, and tests"
c59ef0a44f68059f3f156b81d0c46e6b3790797a,f69f1e27e5e67cd2f3b3e511b15f1319d1a4ac55,f69f1e2,docs: add source-site LIMITATIONS.md breadcrumbs for limitations 5-10
c6384e165965adc2787d2c4d96d8bae863bf6be2,15bccd567ec5b574d530a198a9ef000875a38b8d,15bccd5,refactor: route _find_field_count through range_from_unsigned_gate too
c76184ad701973552c7fe4a4c5561b0cac9c64e7,f7f39dc4379252116bf60bec52823950b0e8656b,f7f39dc,"Re-audit the REPLACE heuristics: 20 -> 9, with TODOs for the rest"
c7b59948d58070198b0a11a3f072f35ffae3f0cc,624c278c395b649b5f2ccd8da1b1d14cd959a461,624c278,"Tidy extractor: remove dead globals, lifecycle ctx caches, add golden net"
c8d18ff5a04dadadd36206bad79b8d30cf5fadad,aa98eb38b2291662658d3aee83cfb556e9411a2b,aa98eb3,mitm_traffic_parser: move oracle (addon_ios/) to repo root
cbe5b9ad7ab99470d5e2b45060e3db4531523092,85beb09014c6c63f9e9a8dc86c5152f6d95c8f4c,85beb09,"notes(#42): swap-in attempted, regressed, reverted -> PARK #42"
cf1c7df2464f9aa74fba817921e5a6685d6837bb,47c1bbfa7a62ac0bf62e765896f32108e9ca60c8,47c1bbf,test: add synthetic ground-truth fixture suite (f1-f10)
d076c59e7c2301e158232b69585d66fd44366b69,e87fea82e46b73783bad693fbf6bfe8fcdc3f0d6,e87fea8,cpp-descriptor-extract: recover exact .proto from C++ libprotobuf binaries
d09ee939a8f1058bdfa727cf2d36669b8ebebd3a,56432ee3fce83915d1721dfc85dda0147edc9bdd,56432ee,Omit 4 non-field ivars: GEOMapItemStorage internals + the oversized has-bits struct
d0c95f41a7a7180018b57e86695c80f6d0d9bd96,2cc9fc8d6e420c646ab4540465c16f131fee72f1,2cc9fc8,"#3 robustness: surface wiring bugs instead of masking them as ""decode failed"""
d35155efd1620760a810f637e3322c1c6bb1689e,eeb535f4bba048dd27a85b22c8cfd832ae98d81b,eeb535f,Rename subproject folder geo_traffic -> mitm_traffic_parser
d3565315972216d753712f4274432336062a09df,49f13880754106a1498dd8d5cc3f96ddd771d01d,49f1388,"list-serializers: surface libprotobuf-lite (detect-only), cache-native too"
d395574d13196d59a3f65c0ddeedac61c281466e,90ea15d0b0272d58b0449266373d7501c66235c6,90ea15d,Register the two #39 compare-chain guards + point to TODO #42
d404452c70f6a012596fcc8b3d58f7003907db40,76418b2acffd2532cb56a30246ac8f45e36d0080,76418b2,build: relax apple-protobuf-extractor requires-python 3.14 -> 3.10
d5f81fcea27c771ebfa6d5458a8952a79f30e83b,ea04cb1e3edf424af7d01c690f8eb81a410ba4b8,ea04cb1,enums: read jump-table entries at their true width (fix halfword-table corruption)
d5fb80cd667662118d4b8211cb7ea2bc8517a232,9f0857271f0f2a856c16649d586d07ddf50bb361,9f08572,disp-rr-tiebreak: precedence by provenance flag; retire REPLACE -> PRINCIPLED
d680b5cc76220b83699205975c4cb8664e8f1b6e,d086aad05f03c4114876d5d32a8fa1ca22a3d10a,d086aad,proto validation notes: promote clobbered-self pattern (139 fields) to real TODO
d6b79d1e895d5d451be2f1bec493f0ff93554e0d,ddb94c7294f2ae2d66d2a2fe68d6d1cd36f2d6aa,ddb94c7,heuristic_registry: image-substr RESOLVED -> image-resolve (PRINCIPLED)
d6f08cd348522680767705ecd3afc93328850c83,2b3e950fcdd9a0e064e5e7c36148a8a66bc804ab,2b3e950,swift: honest + recovered shape-B single-field numbers (#63a)
d7705aa45f0d444ac6bff7cd6a381d3f278a8111,3af4e6b0f637312d99d3c89f6e47eb4c61fc96cc,3af4e6b,"dyld_cache: resolve framework by identity, not substring-first-wins"
db0b81361d38b43be7676168be75823d1471c436,c8759873e54661bd44290d453079961d04b6ec84,c875987,Flag incomplete enums + audit/tag bounded-scan cap constants
dbefe7af35116bcd11e79c3e844b5bbee7246086,167873dcc19e09966f6327b9155c5c6b380f2c50,167873d,Remove dead metaclass-reparse fallback and its public wrapper
de3934b5cf8b6a93f7d421ef8294c5fe28c34cdd,4865e0e2305c51c49146b1f96bb35b9157bf9ffd,4865e0e,Tier 1: lift pure arm64 helpers from writeto.py into proto/arm64cfg.py
de710171f82ff7543374f323516f71ceb6f8016e,6832ac910a7ee3d958ba7f591093bdeba47df183,6832ac9,Consolidate the census loaders onto validate_lever (one artifact-path source)
dfff6a39cab5cba2f22862248ca616574f1de67f,0d8c265ff4a7f1bf21f533c67df91f28acc29f4f,0d8c265,fix: remove stale duplicate copies left by the incomplete serializers/ rename commit
e0918551651089ef818bf8b15ff3e6eecc61178a,4f270963bcf730474e6dd0390546e77221e4b41a,4f27096,Carve the writeTo write-helper cluster out of extractor.py into proto/write_helpers.py
e2b4e6074a74d657b5b584068534c44b3c2415fe,de16b898e7999fdff7a2e401f86bfdf477179eda,de16b89,"find_protobuf_for_url: add README, --version, and CLI examples"
e2dfe66f1ce062a7b0ffaa6237c694a2beea37e3,350fb0667f5afbd04079910a606247bc03161f61,350fb06,"docs: file the residual geo unknown fields as wire-vs-class gaps, not extractor bugs"
e388cb31ff98ecc3e777067ee79a537f9c84ef67,74f82cbf43f02db76f09b0302c9f51c5982a8a29,74f82cb,refactor(P4): use _bcond_branch_target in _harvest_isolated_compares
e4d3d769deef53565f14e4e10047fcd87ab6cfb9,d245067e6fc963e73b35a8d051a37eae14dfead4,d245067,"test: retire bookdatastored/DPSubmissionService swift corpora, replace with remindd"
e53c552b958f5ee97fab48b7e76cbe9beda362fd,9508a60bdeca2c75a97aaf249db19ed53bbe2947,9508a60,Omit manual-array backing-store ivars (_xCount/_xSpace phantoms)
e53f1373f98d20d5f0a04f70a035bd634e0d2dcc,7bf8f5c4100eade5275fb6d1d06aad23715fdd3b,7bf8f5c,#9: writeTo walk is the authoritative field-number source (remove the confirm-gate)
e6a9b12c675f86cb6872c76b5d68424d5a241580,85635f3b59e9a9aa1f8e9af06225d07f40db52fe,85635f3,enums: recover large negative-add-bias jump-table segments (#53)
e726ed41bf24f691c4545da75861e4345edf1198,ab5668fe757364aac9ac08ef31dc4694bc00dd71,ab5668f,"proto_diff: list which fields use an inferred type, by default"
e73c9d9423b14c42f323e70a8e67250488f6fc83,aa636f089476dfe8f7e0fef47b40bfc0492c9a0e,aa636f0,docs: #12 first synthetic-test batch landed (note remaining gaps)
e791b64ab6700eb1c057597ac1fe6a93d4243dbe,d17d07a0c8e360d0b3f0dde7eadcc873f2352e1b,d17d07a,enums: correct dictRep-only enum off-by-bias at the pointer-table idiom (#54)
e839228402acc0b0ebff4be6ffa08af194711cb2,116d58b5cb795d55d6055edcd3a092d40af8dfc6,116d58b,Document the writeTo-vs-readFrom element-type architectural constraint
ee8f59bf627fbd72e7c843282495bee8059a9012,62e0a46c628d6124519ff5a13ee23c0f39fbee81,62e0a46,find_protobuf_for_url: point artifact paths at iphone8_data/
ef85a817d75d27dca246364366ac081cbe06e952,6c5bbde37946a24649e8955d6d23af728f703bac,6c5bbde,macho_extractor: relocate input artifacts to iphone8_data/ + centralise paths; docs; enum warning; portability test
f07550f2f53f56067f20fc34af45828ee2d0e6d3,ac94bdacd8f3cc5ff8d901e7245ff91e7810a191,ac94bda,core-picker: symmetric dispatch-core gate; retire REPLACE -> PRINCIPLED
f4765c4fa91a8d4727fe5c51c2e2e4d85352fbe1,9380938ec1934c0b4be72bf6e1e882867196406d,9380938,Checkpoint: Mach-O/protobuf extractor — current working state
f538762e5b2689af1c8d1c5d89d54aecc4b5369b,d474ef0e7f8a9c918119a8ecedb5311eb5badc9f,d474ef0,macho_extractor: complete the package-move step (pyproject + depth fixes + docs)
f58e9b53f0051eb6a7f26381081a2c33e454d762,fad468482273e715cc8a2caaba094963415eccfd,fad4684,#11 step 5b: carve enum harvesting/naming into proto/enums.py — monolith split complete
f5ee2f791bbda55342d45e1289f00655735027a2,d09fd17be3fc6e90d5a8d384ef1c52b109aa9d0e,d09fd17,#49: remove dead _fixup_fmt field (REPLACE-audit correction)
f8c339a394cb32b52cb44ae7db1f3fbde7a75a7b,125b2452e684ebe5c2a81568e35809a2743e3c5c,125b245,proto validation: tool vs reference .proto files + Hopper-verified notes
f944fae5e2e0beb1d3828db7b8bec0a5382882c3,77e863044eb8c60a0b1f80675a5a9ce24263f401,77e8630,poc(#42): drive off production _locate_dispatch_arms; faithful vs extract_all
fb631119f9738cd881a569373f3887532329293c,1eeb27a30956ca8f53c1426c939342f2a1691742,1eeb27a,proto_diff: surface two previously-silent uncertain decisions
fe0149284015bf165cb60fbe69fc85126e537b4b,a28be3b2368735c02eb8d20cbac0cab4d11e433a,a28be3b,docs: correct sint/fixed recoverability claim + TODO #38 (zigzag sint detection)
ff318e76e7325e9dd5d6dfddc15c035c65992940,ab92663c7f3e6e4e7789dd1f137978ec37574bd6,ab92663,emitter/foreign: make C++ libprotobuf .proto files protoc-compile
ff8d92a9f6b8c043969c5ca4ca8e693bd2c5dc8d,0d25dac140a8d8a8cf1dcbe025520e01210701e1,0d25dac,"Recover packed repeated scalar/enum fields (label, type, enum names)"
fff988bb1cd066ac31e31d52d74c0e62c39e90ee,8d70630c240b2e9b1d22cf31c4b26d75dd410bfe,8d70630,find_protobuf_for_url: extract to root subproject + rename from urlproto
